NodeID,Time_of_S1_Max,X,Y,Z
1,0.22866457,52.01180166789533,29.384454289942557,75.55013263132665
2,0.4349487,98.61518315222042,25.64128850506912,35.99105649651453
3,0.56861137,73.90614386770321,83.9787525845886,41.83444947939289
4,0.32636653,73.4606489488078,71.81040105386,53.76667692439532
5,0.38334767,48.10530971407536,98.73015006780471,82.18356894552625
6,0.13152263,27.466411726076533,41.92420349146106,32.05403073932408
7,0.17712354,18.958593366913245,71.10159557649676,20.91768567823098
8,0.84099682,95.58967605585296,96.97667076748792,48.99502417853165
9,0.055081102,21.566737957816983,96.42421327093228,56.325891533056215
10,0.78425569,36.1174866809242,0.0380468501459341,97.3313565603472
11,0.71239425,12.016338598319807,65.69917662278766,80.76273373712084
12,0.74163483,72.37316303100243,22.83514347243595,12.591856666524691
13,0.88637773,94.28962918463884,10.502625199084846,48.783443369432135
14,0.55045101,22.748064068649533,26.03128434745128,7.407896525896862
15,0.97799956,53.130468574163736,90.62292846717122,56.92109672015078
16,0.1250625,80.41947186345104,72.21535138194055,78.09852651544233
17,0.94969899,18.04533148025616,38.84284062191941,17.884439721560298
18,0.72551451,30.76722995457177,93.05024770633943,85.66087145766696
19,0.045420908,35.14465668403574,82.95632852327326,21.378990733491687
20,0.1098022,88.25232678736026,26.95466012969946,38.49485631221955
21,0.79089582,88.98911006824434,99.03800290788776,88.46996887402429
22,0.63461269,5.464460751139965,30.107600310634687,49.383215223659086
23,0.39116782,32.14964462840469,23.681225724004594,84.05499348548756
24,0.54945099,66.21497891266766,4.338631542020577,86.2662825970244
25,0.73113462,67.9773319678809,88.38071166372015,93.95439273928667
26,0.63565271,62.94075941051395,89.33964809247865,40.21009361113358
27,0.13960279,30.94346547160126,30.91368211267127,26.193283707084746
28,0.006200124,50.26967980694794,7.499599634019693,86.95463627842015
29,0.42526851,2.896190981148949,59.98635269514215,86.5684790450617
30,0.086701734,87.03855779482554,48.81035098542957,57.12158343169133
31,0.49842997,56.19873480354444,22.88412998684049,41.86974191630463
32,0.2302046,53.226971110788256,85.09001717307405,74.47106848167574
33,0.34706694,15.303943919877517,23.92097082353939,68.28632788613142
34,0.19144383,61.826554132273245,78.53317975598948,40.79533271025322
35,0.61665233,15.47653031411006,7.11596088251728,58.6483610577991
36,0.85379708,71.10403017386372,66.57551236536726,30.85586840087462
37,0.93339867,73.41340413465632,23.519898949328656,37.28218373441419
38,0.051221024,6.093197910245296,9.813245370104994,87.35968344921747
39,0.25226505,91.88697866017829,89.20529629570754,28.65768152726026
40,0.33460669,37.84181720794199,72.96026047106415,42.76949890188128
41,0.92087842,47.32337802837967,29.86211110283572,26.85883980164305
42,0.043220864,57.65835891588394,27.43346405180385,64.12156665292532
43,0.58907178,42.4527077082618,74.9095823707788,75.59430050320249
44,0.57583152,23.650770149857657,3.1273861760453325,18.28109433977383
45,0.25604512,48.45180843260486,10.61191999492298,68.8940610451241
46,0.59173183,5.024728814849954,40.36992036165614,9.338966878548703
47,0.47458949,21.744673390643698,66.85119185534936,31.48176322777886
48,0.40066801,21.14893507215604,79.793096206323,63.58425034206289
49,0.088061761,39.75072853067656,54.55656049253793,64.2841094553887
50,0.76845537,74.29396108890609,3.287599571060451,25.64585293462114
51,0.15364307,63.54828029965541,75.34060082718635,2.490486804878156
52,0.85217704,82.74016218980582,88.78213321355301,76.96071750041366
53,0.68565371,73.2455840973157,58.68935183771421,90.90960981316036
54,0.45280906,85.19008172260519,77.29870972335439,0.0746214228859232
55,0.51227025,45.57494146637988,32.18383747905641,53.061945341135775
56,0.21406428,65.03174035342829,76.37307952213,8.884262971430967
57,0.54307086,81.22548246989128,22.227783305898907,61.15929753835707
58,0.036080722,12.89869175285997,40.20134939618516,40.52421654800488
59,0.73237465,78.69214956592576,13.788938004387251,22.802663380361288
60,0.6798736,67.01942445834538,82.59952653858672,35.315022803892646
61,0.10542211,20.61023718013004,89.32250989494082,16.217917291176654
62,0.59533191,59.31553927246477,54.34661038696912,25.92774205797773
63,0.33040661,51.895870619404086,86.5077960225039,66.51992017277952
64,0.82765655,78.22464418306305,23.887601333489997,46.280341881451946
65,0.84609692,65.25043105297348,82.4560958925077,58.14092398760937
66,0.1202024,45.26216761581166,96.16864030040142,54.45392010559139
67,0.40210804,35.155158833853115,98.40254853243002,58.81584487081525
68,0.10418208,76.50722630458408,62.04566435119264,47.346969213958936
69,0.23850477,30.516321674375916,60.44049380422678,47.63567073390812
70,0.16450329,59.32336035255985,58.17272645403075,49.9571973498964
71,0.036220724,44.45849348109269,39.41996221102463,39.450323929579966
72,0.90135803,77.92037770635524,15.843785826837964,27.11592080073456
73,0.20598412,84.3594848409465,83.1158257518669,15.522876020131648
74,0.023420468,30.33520917665564,0.7505966282228216,45.01978165680549
75,0.61807236,49.72959165865741,88.68780002853252,27.98855014225743
76,0.54419088,43.237870372571486,46.87159979441077,53.85918777312073
77,0.82909658,69.30803519165578,22.2156524096929,5.286634174881688
78,0.54851097,19.285738369214634,60.92682644786874,93.57643268592253
79,0.23370467,28.71202949710555,52.54489647250152,58.67850801939919
80,0.55937119,26.41079029472061,41.88897570492591,71.6334514971819
81,0.4547691,13.310451466084194,30.994125520302816,30.156547259729493
82,0.38752775,66.14863815282473,70.61454835205787,67.59727511462766
83,0.07600152,65.70445188985568,74.03573710729331,36.11186029310686
84,0.70857417,87.8441201487096,97.2286366962574,21.839672680735724
85,0.72317446,67.56895305578846,80.04452043180976,72.58633885330184
86,0.058121162,51.05181311319823,61.1118879296894,43.37370984381806
87,0.061061221,38.648238349431,43.966654339236136,31.14910246337438
88,0.57531151,18.28682444477692,69.38082191516442,10.672207451987948
89,0.4099482,39.7641275797589,32.00084873939964,71.6414009185251
90,0.16726335,13.399947777204911,89.46374827383846,98.85033731688974
91,0.6249125,87.7302532192628,82.49006695677686,62.059159159721325
92,0.067301346,70.98561022598506,20.21156296806505,66.96106648604139
93,0.54307086,64.0131122418537,36.05741866335548,78.73589428529318
94,0.38218764,14.440467446244408,71.43894178849553,92.5205172706923
95,0.49098982,49.13375827257356,57.88916850250551,96.6429130199496
96,0.25256505,22.98528170512012,84.51020245826786,95.66053128213238
97,0.13778276,66.65798065076093,99.90426061102818,62.42491846899462
98,0.10916218,45.10978171287121,82.86397961587895,86.60742801874297
99,0.064441289,69.50173145394258,81.74540545882934,53.96041710172452
100,0.47932959,36.2908740666194,2.775907307728997,41.78144480883762
101,0.8798976,73.2329520916974,16.547082592914098,32.64127836301958
102,0.88353767,1.497068789124778,79.11099706798504,86.40156133262107
103,0.0062801256,32.16452903597886,14.772582503220688,95.48192231951737
104,0.9801796,98.68358875198744,99.41616426713692,86.76100143271766
105,0.67875358,75.79574785561314,84.9823432236928,9.95948506459433
106,0.4598092,61.95662027988408,43.04303758470811,69.2695281100628
107,0.91911838,84.98047469116916,73.6828734612996,76.24836255333446
108,0.46284926,65.99851259331312,14.290771973015184,77.42727600519939
109,0.9450389,68.2690935498505,90.55528793663817,63.1702801408893
110,0.4698694,45.77463862477806,18.27758895104253,27.97794063160988
111,0.97177944,11.034202161614123,79.51299826120767,20.905982417047543
112,0.051821036,34.127490493994614,84.91387109571347,89.40555341044524
113,0.23828477,86.0870418233434,3.350238685545015,61.90478481744217
114,0.057941159,10.068834916730452,59.99460719176767,61.32803319045442
115,0.96465929,88.08431325163896,46.31009550843935,81.11603569012328
116,0.23252465,99.07408216446628,8.829193308820926,33.95155913236243
117,0.83637673,54.40473039423493,37.25135616989241,69.68476752676831
118,0.18154363,14.81372315917352,61.443072401562496,33.11348725618172
119,0.28342567,27.55656305863996,12.520535117848585,56.25559044328092
120,0.19084382,42.255239283949365,40.4855683931315,63.52317092491242
121,0.58757175,48.50932390627718,75.61463090074666,97.71783684302768
122,0.97821956,22.647538554276117,66.41231273846525,21.12764688398655
123,0.98465969,56.564467567721486,14.81459804084989,4.968576287051785
124,0.40142803,24.394217949350207,19.93228797249722,19.55610798981858
125,0.88233765,71.66179782875456,35.202553889226785,31.50277336168714
126,0.42738855,12.767303201018487,24.791736702917333,24.16908565784671
127,0.25556511,40.634932497954544,54.7205056869426,33.93531814713582
128,0.84115682,99.70426512010168,51.71684762201054,56.14637530666129
129,0.95067901,23.42760265928264,69.15324711880687,71.50480852536445
130,0.23376468,35.20066110563801,96.163137775804,59.34925490057205
131,0.35082702,99.53086368654344,95.8916781101946,32.31361396964424
132,0.83441669,76.2991730332563,36.39494655895692,41.17531044495254
133,0.91531831,24.966932777739725,29.60653950837564,0.6226153127731227
134,0.03048061,26.759770677473405,27.097448709878314,52.45510931894144
135,0.77587552,68.57184741546112,82.01731295223954,6.099685465071392
136,0.83467669,96.14990887949106,88.55608576958686,44.42435216698717
137,0.43972879,26.297967927533616,68.93138911045723,64.6883013758807
138,0.3852277,39.75164422577575,29.844210221658194,30.53923490459876
139,0.3899878,17.570204684356582,73.43232636012192,98.91623386719397
140,0.95939919,84.87802577027254,6.063957971368749,21.70953848993662
141,0.23306466,30.604039963057417,74.52167361033145,52.40566744456018
142,0.66729335,30.19288022705603,65.56597397320532,35.376475398834
143,0.43828877,99.335722293486,70.09425143292046,89.84159776851538
144,0.33206664,9.345515435178076,17.956268034687326,34.67606766754048
145,0.045820916,19.493890120550205,96.73227718138858,42.215644926784805
146,0.90917818,60.99836495823167,86.75801959748092,54.06196276497081
147,0.15850317,36.48915150311333,73.88706186679426,6.060097197557823
148,0.9149583,28.44316185630059,65.72056305914514,6.747340563998661
149,0.76817536,52.72366778136589,80.47811034167978,22.54947242338773
150,0.68737375,59.17191189645477,21.16127942526041,57.3979742040725
151,0.44396888,65.86289189192777,98.28151222757629,70.93104408730996
152,0.0064401288,45.08457988451809,80.77655166666624,50.9479549798555
153,0.072181444,75.55963832354006,31.423299740053245,97.38522915589716
154,0.22656453,82.6248278562664,53.23223105850872,65.2359158139249
155,0.76593532,90.93270098654736,16.01751050613044,50.99980328006311
156,0.28680574,80.79188749864595,19.41088647452968,59.24300028943965
157,0.043120862,4.357378409085976,87.9689562164838,15.32459513509503
158,0.44440889,42.850182014188576,68.82120748258045,40.94047884078063
159,0.57141143,19.32182475464585,10.646634405645129,59.41346117834749
160,0.89535791,30.323275105636384,22.8286459426401,50.66584136586081
161,0.18706374,18.54205782459427,99.42357584284989,24.46151384697377
162,0.13770275,44.10059885584513,52.23378759995197,36.216015036202734
163,0.76337527,62.33012895567519,87.29575077909789,64.7395876959007
164,0.72133443,71.62447305190966,81.63112390739093,14.393919668993483
165,0.70931419,13.950766046777227,10.858658644187637,55.107202802048064
166,0.16038321,81.89486147068182,40.15742464175132,60.761075709341725
167,0.58377168,4.6623348141179966,77.5710973004644,94.62254999166107
168,0.29628593,10.83318950921085,33.194296252148256,46.20168014080114
169,0.40288806,99.78931714596234,44.155517701039,61.83253491535237
170,0.29124582,65.78596927620576,61.734936351221215,99.75430389140334
171,0.74563491,64.2924651126061,8.55051866688158,9.965369195645325
172,0.10734215,17.167467660687475,15.772902553156342,88.29137154599978
173,0.57135143,92.0629650937144,40.868274483461576,36.51257781497562
174,0.67315346,63.5321075714378,84.37937227783708,18.03283423481886
175,0.86271725,58.69686353723365,73.6968382530479,75.18027743778647
176,0.74743495,0.5720559534786784,27.63120900710652,84.41077986317886
177,0.76425529,58.40554179024178,50.82803471695474,67.00968517975134
178,0.81549631,46.23749250246808,19.390833339417647,42.94574900988199
179,0.84105682,80.90362325625863,60.17345911049875,70.25889138681761
180,0.50955019,58.757027297833154,5.913821945206655,63.014400854278
181,0.22202444,62.31813900784719,12.38289643764241,88.48133173800366
182,0.83413668,23.961181710740043,13.921762034212682,27.597506573515883
183,0.74461489,86.97735367405977,23.26749276281992,67.45125852292038
184,0.24028481,41.274178688992905,38.547393216841655,29.020999597157005
185,0.99303986,80.8617605295768,58.7283292685033,52.24387997822441
186,0.19426389,46.08399960027853,45.24285885503288,51.6817449449088
187,0.5900918,50.59695205457008,28.40523818709585,46.33450098992165
188,0.68125363,27.46413123430139,2.879634564364364,35.75312924300281
189,0.24058481,12.069541600402822,32.762048077160635,34.734385172223
190,0.23034461,60.94932537569735,20.681277516808915,23.58100656595402
191,0.40852817,47.19384992387803,68.61502100739567,62.99991606755941
192,0.52235045,45.343341675732304,88.6040568346697,52.16698647039263
193,0.7051341,59.1428308465032,36.03844601557361,96.43290772787677
194,2.00004e-05,56.02844651026743,0.8297243088046358,81.8932862334681
195,0.051881038,56.58196808872391,79.06471799261243,33.235354713506794
196,0.26628533,56.49515143098751,25.28305586755761,0.1849281327615637
197,0.11464229,54.722472912007646,61.47041306416471,69.02291546343852
198,0.55807116,76.19081863033416,1.2084360170628083,52.69031626586502
199,0.35252705,24.165941917221133,64.76252690989341,53.11078609162283
200,0.29690594,28.57414658048777,63.98010300005421,80.6767237171857
201,0.62915258,16.744647626983333,9.956490402134133,95.47892473107352
202,0.60159203,3.351861613184393,23.56304919117743,16.17605121428167
203,0.37716754,14.41053445899514,20.81824616477799,73.26026225391851
204,0.87389748,80.71940452872305,37.27790438757586,6.365871330857464
